order_id,session_id,client_id,address_id,store_id,city,platform,order_created_at,order_date,delivery_slot_start,items_count,gross_merchandise_value,discount_type,discount_amount,delivery_fee,service_fee,paid_amount,payment_method,campaign_id,experiment_group,is_marketing_touched
O000011120,SESS000072364,C000751,A0009774,S061,Москва,ios,2026-01-30 17:29:57,2026-01-30,2026-01-30 15:00:00,12,3148.77,none,0.0,0,0.0,3148.77,card,,no_campaign,0
O000011112,SESS000072334,C001830,A0010192,S070,Москва,web,2026-01-30 17:32:49,2026-01-30,2026-01-30 16:00:00,13,3743.57,none,0.0,199,0.0,3942.57,card,CMP0031,control,1
O000011091,SESS000072244,C001503,A0004777,S027,Москва,ios,2026-01-30 17:41:15,2026-01-30,2026-01-30 19:00:00,14,2584.1,free_delivery,0.0,0,0.0,2584.1,card,,no_campaign,0
O000011109,SESS000072326,C008140,A0000938,S022,Москва,android,2026-01-30 17:42:23,2026-01-30,2026-01-30 15:00:00,10,2006.33,none,0.0,99,30.09,2135.42,card,CMP0031,test,1
O000011166,SESS000072672,C006788,A0008892,S016,Казань,web,2026-01-30 17:46:50,2026-01-30,2026-01-30 12:00:00,9,1940.12,fixed_amount,300.0,149,0.0,1789.12,card,,no_campaign,0
O000011143,SESS000072496,C005802,A0002984,S034,Москва,android,2026-01-30 17:50:21,2026-01-30,2026-01-30 19:00:00,14,5330.77,none,0.0,149,79.96,5559.73,card,,no_campaign,0
O000011090,SESS000072240,C003809,A0009128,S048,Москва,ios,2026-01-30 18:01:18,2026-01-30,2026-01-30 17:00:00,7,2086.74,free_delivery,0.0,0,31.3,2118.04,card,,no_campaign,0
O000011171,SESS000072706,C006487,A0014193,S052,Новосибирск,android,2026-01-30 18:04:04,2026-01-30,2026-01-30 22:00:00,12,3008.57,none,0.0,149,0.0,3157.57,cash,,no_campaign,0
O000011181,SESS000072751,C002338,A0003363,S049,Москва,web,2026-01-30 18:12:04,2026-01-30,2026-01-30 19:00:00,11,2954.34,none,0.0,149,44.32,3147.66,card,,no_campaign,0
O000011075,SESS000072147,C004949,A0010873,S062,Казань,android,2026-01-30 18:13:58,2026-01-30,2026-01-30 16:00:00,8,1497.43,none,0.0,149,22.46,1668.89,card,,no_campaign,0
O000011074,SESS000072145,C005218,A0005348,S026,Казань,android,2026-01-30 18:19:24,2026-01-30,2026-01-30 16:00:00,7,3439.33,none,0.0,149,68.79,3657.12,cash,,no_campaign,0
O000011087,SESS000072218,C005064,A0013519,S019,Москва,android,2026-01-30 18:23:42,2026-01-30,2026-01-30 10:00:00,11,1832.47,none,0.0,149,27.49,2008.96,card,,no_campaign,0
O000011106,SESS000072308,C002727,A0009691,S039,Москва,android,2026-01-30 18:26:00,2026-01-30,2026-01-30 12:00:00,8,3575.22,free_delivery,0.0,0,0.0,3575.22,card,,no_campaign,0
O000011142,SESS000072493,C001811,A0009896,S064,Санкт-Петербург,web,2026-01-30 18:28:38,2026-01-30,2026-01-30 15:00:00,10,3847.91,none,0.0,99,76.96,4023.87,card,,no_campaign,0
O000011073,SESS000072137,C005440,A0002076,S064,Екатеринбург,web,2026-01-30 18:29:54,2026-01-30,2026-01-30 12:00:00,19,2859.39,none,0.0,99,57.19,3015.58,card,,no_campaign,0
O000011132,SESS000072430,C007256,A0006612,S023,Санкт-Петербург,android,2026-01-30 18:39:22,2026-01-30,2026-01-30 11:00:00,7,2307.84,percent,115.39,149,0.0,2341.45,sbp,,no_campaign,0
O000011140,SESS000072489,C006056,A0014843,S059,Москва,ios,2026-01-30 18:44:50,2026-01-30,2026-01-30 16:00:00,9,3518.98,none,0.0,0,52.78,3571.76,card,,no_campaign,0
O000011080,SESS000072190,C003763,A0001030,S060,Санкт-Петербург,android,2026-01-30 18:49:00,2026-01-30,2026-01-30 14:00:00,6,2754.69,none,0.0,149,41.32,2945.01,card,,no_campaign,0
O000011121,SESS000072367,C002929,A0013895,S041,Казань,ios,2026-01-30 19:02:40,2026-01-30,2026-01-30 14:00:00,13,2597.3,none,0.0,99,51.95,2748.25,sbp,,no_campaign,0
O000011188,SESS000072806,C001743,A0010901,S043,Казань,android,2026-01-30 19:03:26,2026-01-30,2026-01-30 20:00:00,10,4768.84,none,0.0,0,71.53,4840.37,card,,no_campaign,0
O000011097,SESS000072275,C003370,A0006550,S074,Санкт-Петербург,android,2026-01-30 19:20:07,2026-01-30,2026-01-30 19:00:00,11,1536.78,none,0.0,99,23.05,1658.83,sbp,,no_campaign,0
O000011094,SESS000072259,C008141,A0002195,S027,Москва,android,2026-01-30 19:29:05,2026-01-30,2026-01-30 11:00:00,14,3544.56,none,0.0,99,0.0,3643.56,card,,no_campaign,0
O000011186,SESS000072781,C001438,A0005058,S015,Санкт-Петербург,android,2026-01-30 19:29:51,2026-01-30,2026-01-30 21:00:00,7,3285.79,percent,164.29,149,49.29,3319.79,card,,no_campaign,0
O000011177,SESS000072739,C005579,A0014467,S042,Екатеринбург,ios,2026-01-30 19:32:13,2026-01-30,2026-01-30 21:00:00,8,1375.02,none,0.0,0,27.5,1402.52,card,CMP0031,test,1
O000011117,SESS000072355,C003254,A0009907,S060,Москва,ios,2026-01-30 19:32:47,2026-01-30,2026-01-30 15:00:00,14,2558.32,percent,127.92,0,38.37,2468.77,sbp,,no_campaign,0
O000011135,SESS000072466,C005135,A0012495,S072,Новосибирск,android,2026-01-30 19:35:15,2026-01-30,2026-01-30 18:00:00,6,4308.55,fixed_amount,300.0,149,64.63,4222.18,card,,no_campaign,0
O000011160,SESS000072615,C002753,A0007381,S058,Москва,web,2026-01-30 19:35:35,2026-01-30,2026-01-30 20:00:00,8,3526.9,fixed_amount,200.0,149,70.54,3546.44,card,,no_campaign,0
O000011098,SESS000072278,C004343,A0000194,S064,Казань,android,2026-01-30 19:37:09,2026-01-30,2026-01-30 21:00:00,9,3355.9,none,0.0,199,50.34,3605.24,card,,no_campaign,0
O000011123,SESS000072378,C006850,A0009052,S080,Москва,android,2026-01-30 19:44:27,2026-01-30,2026-01-30 17:00:00,15,1857.61,none,0.0,149,27.86,2034.47,card,,no_campaign,0
O000011084,SESS000072206,C004527,A0003836,S044,Казань,ios,2026-01-30 19:44:52,2026-01-30,2026-01-30 10:00:00,11,3756.83,none,0.0,99,56.35,3912.18,card,,no_campaign,0
O000011113,SESS000072341,C001263,A0010688,S008,Москва,web,2026-01-30 19:46:47,2026-01-30,2026-01-30 10:00:00,11,2520.38,free_delivery,0.0,0,37.81,2558.19,card,,no_campaign,0
O000011159,SESS000072610,C004118,A0012471,S037,Москва,ios,2026-01-30 19:47:43,2026-01-30,2026-01-30 13:00:00,13,2065.88,none,0.0,99,41.32,2206.2,card,,no_campaign,0
O000011190,SESS000072817,C000638,A0012462,S047,Москва,ios,2026-01-30 19:50:18,2026-01-30,2026-01-30 12:00:00,2,4490.83,free_delivery,0.0,0,89.82,4580.65,card,,no_campaign,0
O000011165,SESS000072668,C006824,A0007550,S077,Новосибирск,web,2026-01-30 20:00:26,2026-01-30,2026-01-30 13:00:00,11,2637.71,percent,263.77,149,39.57,2562.51,card,,no_campaign,0
O000011151,SESS000072542,C004155,A0013228,S042,Москва,ios,2026-01-30 20:04:10,2026-01-30,2026-01-30 19:00:00,5,2360.49,none,0.0,99,35.41,2494.9,card,,no_campaign,0
O000011192,SESS000072830,C008050,A0002922,S014,Москва,ios,2026-01-30 20:12:15,2026-01-30,2026-01-30 19:00:00,9,4656.09,none,0.0,99,69.84,4824.93,card,,no_campaign,0
O000011076,SESS000072153,C000137,A0006487,S041,Москва,android,2026-01-30 20:22:01,2026-01-30,2026-01-30 19:00:00,7,2161.24,none,0.0,99,32.42,2292.66,card,,no_campaign,0
O000011133,SESS000072439,C001157,A0013315,S066,Москва,web,2026-01-30 20:23:19,2026-01-30,2026-01-30 14:00:00,12,2452.68,free_delivery,0.0,0,36.79,2489.47,sbp,,no_campaign,0
O000011127,SESS000072387,C002945,A0013241,S065,Казань,android,2026-01-30 20:32:37,2026-01-30,2026-01-30 11:00:00,11,2009.7,none,0.0,199,30.15,2238.85,card,,no_campaign,0
O000011189,SESS000072808,C007795,A0005727,S031,Санкт-Петербург,ios,2026-01-30 20:37:27,2026-01-30,2026-01-30 21:00:00,9,2181.04,none,0.0,99,0.0,2280.04,cash,,no_campaign,0
O000011114,SESS000072349,C008160,A0010973,S070,Казань,ios,2026-01-30 20:41:54,2026-01-30,2026-01-30 22:00:00,10,4292.31,none,0.0,99,64.38,4455.69,card,,no_campaign,0
O000011167,SESS000072676,C004019,A0009760,S004,Москва,android,2026-01-30 20:46:45,2026-01-30,2026-01-30 14:00:00,13,2178.25,fixed_amount,300.0,99,43.57,2020.82,card,,no_campaign,0
O000011131,SESS000072405,C001428,A0009182,S062,Новосибирск,web,2026-01-30 20:52:41,2026-01-30,2026-01-30 19:00:00,6,2169.6,none,0.0,149,32.54,2351.14,card,,no_campaign,0
O000011082,SESS000072201,C000089,A0003330,S052,Екатеринбург,android,2026-01-30 20:54:17,2026-01-30,2026-01-30 10:00:00,8,2221.74,none,0.0,99,44.43,2365.17,card,,no_campaign,0
O000011100,SESS000072286,C004052,A0000230,S038,Санкт-Петербург,ios,2026-01-30 21:00:03,2026-01-30,2026-01-30 20:00:00,8,2114.25,none,0.0,99,0.0,2213.25,sbp,,no_campaign,0
O000011125,SESS000072382,C004910,A0008486,S007,Санкт-Петербург,android,2026-01-30 21:01:32,2026-01-30,2026-01-30 13:00:00,7,1645.0,none,0.0,0,32.9,1677.9,card,,no_campaign,0
O000011148,SESS000072520,C006882,A0003341,S067,Москва,ios,2026-01-30 21:02:07,2026-01-30,2026-01-30 10:00:00,11,2479.04,fixed_amount,150.0,0,49.58,2378.62,sbp,,no_campaign,0
O000011124,SESS000072379,C002860,A0009461,S067,Москва,android,2026-01-30 21:06:42,2026-01-30,2026-01-30 18:00:00,9,3729.85,none,0.0,99,0.0,3828.85,sbp,,no_campaign,0
O000011101,SESS000072291,C006143,A0010885,S032,Москва,android,2026-01-30 21:20:04,2026-01-30,2026-01-30 16:00:00,13,2763.28,none,0.0,99,55.27,2917.55,card,CMP0031,control,1
O000011092,SESS000072255,C001234,A0000952,S070,Москва,android,2026-01-30 21:21:59,2026-01-30,2026-01-30 18:00:00,10,3532.87,fixed_amount,200.0,149,52.99,3534.86,card,,no_campaign,0
O000011111,SESS000072331,C001640,A0014514,S067,Новосибирск,android,2026-01-30 21:23:53,2026-01-30,2026-01-30 21:00:00,10,2632.81,none,0.0,149,39.49,2821.3,card,,no_campaign,0
O000011154,SESS000072576,C000478,A0001511,S080,Санкт-Петербург,android,2026-01-30 21:23:55,2026-01-30,2026-01-30 12:00:00,8,4877.74,none,0.0,199,73.17,5149.91,card,,no_campaign,0
O000011077,SESS000072160,C003318,A0009005,S075,Москва,ios,2026-01-30 21:26:25,2026-01-30,2026-01-30 18:00:00,14,3736.25,none,0.0,149,56.04,3941.29,sbp,,no_campaign,0
O000011169,SESS000072692,C004244,A0014605,S064,Москва,ios,2026-01-30 22:32:06,2026-01-30,2026-01-30 22:00:00,14,3566.65,fixed_amount,200.0,199,0.0,3565.65,card,,no_campaign,0
O000011085,SESS000072208,C008176,A0009964,S002,Москва,android,2026-01-30 22:59:24,2026-01-30,2026-01-30 17:00:00,6,2305.55,percent,115.28,199,34.58,2423.85,card,,no_campaign,0
O000011150,SESS000072537,C001455,A0014746,S074,Москва,ios,2026-01-30 23:02:10,2026-01-30,2026-01-30 14:00:00,12,2889.36,none,0.0,99,43.34,3031.7,sbp,,no_campaign,0
O000011139,SESS000072482,C000110,A0002313,S073,Москва,web,2026-01-30 23:13:48,2026-01-30,2026-01-30 17:00:00,12,2642.35,none,0.0,199,0.0,2841.35,card,,no_campaign,0
O000011146,SESS000072510,C001007,A0012106,S010,Санкт-Петербург,ios,2026-01-30 23:23:30,2026-01-30,2026-01-30 22:00:00,14,2161.37,percent,216.14,149,0.0,2094.23,card,CMP0031,control,1
O000011105,SESS000072305,C007429,A0001751,S025,Санкт-Петербург,ios,2026-01-30 23:31:51,2026-01-30,2026-01-30 16:00:00,6,3710.23,fixed_amount,200.0,99,0.0,3609.23,card,,no_campaign,0
O000011138,SESS000072471,C007641,A0004923,S017,Москва,android,2026-01-30 23:55:48,2026-01-30,2026-01-30 22:00:00,6,1921.39,none,0.0,199,38.43,2158.82,card,,no_campaign,0
O000011141,SESS000072490,C000742,A0005647,S044,Москва,android,2026-01-30 23:57:20,2026-01-30,2026-01-30 15:00:00,8,2849.88,percent,199.49,149,57.0,2856.39,card,,no_campaign,0
O000011175,SESS000072718,C007465,A0004852,S077,Москва,android,2026-01-31 00:04:33,2026-01-30,2026-01-30 20:00:00,9,3762.44,none,0.0,199,0.0,3961.44,card,,no_campaign,0
O000011136,SESS000072467,C004923,A0008128,S077,Санкт-Петербург,android,2026-01-31 00:13:25,2026-01-30,2026-01-30 19:00:00,11,2541.92,none,0.0,0,50.84,2592.76,card,,no_campaign,0
O000011315,SESS000073673,C002855,A0009133,S012,Москва,android,2026-01-31 08:22:24,2026-01-31,2026-01-31 15:00:00,8,3301.9,none,0.0,199,49.53,3550.43,card,,no_campaign,0
O000011262,SESS000073322,C002959,A0014187,S064,Москва,web,2026-01-31 08:47:34,2026-01-31,2026-01-31 11:00:00,3,2165.56,none,0.0,199,43.31,2407.87,card,,no_campaign,0
O000011203,SESS000072905,C006907,A0010166,S025,Москва,android,2026-01-31 08:51:49,2026-01-31,2026-01-31 19:00:00,6,2191.04,none,0.0,199,43.82,2433.86,cash,,no_campaign,0
O000011295,SESS000073574,C005982,A0003953,S064,Москва,android,2026-01-31 09:15:56,2026-01-31,2026-01-31 21:00:00,10,2427.24,fixed_amount,200.0,149,48.54,2424.78,sbp,,no_campaign,0
O000011221,SESS000073055,C003297,A0013590,S038,Санкт-Петербург,ios,2026-01-31 09:18:36,2026-01-31,2026-01-31 13:00:00,7,2176.29,none,0.0,99,32.64,2307.93,card,,no_campaign,0
O000011197,SESS000072858,C007689,A0009999,S055,Москва,android,2026-01-31 09:29:44,2026-01-31,2026-01-31 16:00:00,9,1646.86,percent,82.34,199,32.94,1796.46,card,,no_campaign,0
O000011251,SESS000073233,C001305,A0006867,S058,Санкт-Петербург,android,2026-01-31 09:37:33,2026-01-31,2026-01-31 10:00:00,9,3388.28,none,0.0,149,50.82,3588.1,card,,no_campaign,0
O000011213,SESS000072970,C005354,A0009399,S044,Санкт-Петербург,ios,2026-01-31 09:41:29,2026-01-31,2026-01-31 18:00:00,5,2692.09,none,0.0,99,40.38,2831.47,card,,no_campaign,0
O000011278,SESS000073442,C003528,A0009877,S044,Казань,android,2026-01-31 09:46:18,2026-01-31,2026-01-31 14:00:00,13,1343.25,none,0.0,149,20.15,1512.4,card,,no_campaign,0
O000011287,SESS000073516,C006155,A0005810,S011,Москва,android,2026-01-31 09:53:23,2026-01-31,2026-01-31 16:00:00,11,4445.22,none,0.0,99,66.68,4610.9,card,,no_campaign,0
O000011280,SESS000073464,C002629,A0010953,S007,Москва,android,2026-01-31 09:57:32,2026-01-31,2026-01-31 22:00:00,12,1505.5,none,0.0,149,30.11,1684.61,cash,,no_campaign,0
O000011238,SESS000073159,C006352,A0006494,S014,Москва,android,2026-01-31 10:06:34,2026-01-31,2026-01-31 15:00:00,6,4221.79,none,0.0,0,63.33,4285.12,sbp,,no_campaign,0
O000011216,SESS000072998,C000109,A0013156,S034,Москва,android,2026-01-31 10:06:46,2026-01-31,2026-01-31 16:00:00,9,3569.69,fixed_amount,200.0,0,53.55,3423.24,card,,no_campaign,0
O000011271,SESS000073416,C003518,A0014851,S017,Москва,android,2026-01-31 10:40:06,2026-01-31,2026-01-31 18:00:00,11,2607.57,free_delivery,0.0,0,39.11,2646.68,card,,no_campaign,0
O000011250,SESS000073221,C004153,A0010257,S016,Санкт-Петербург,ios,2026-01-31 11:01:07,2026-01-31,2026-01-31 13:00:00,12,1554.85,percent,155.48,149,23.32,1571.68,card,,no_campaign,0
O000011217,SESS000073012,C000588,A0009693,S040,Москва,web,2026-01-31 11:10:10,2026-01-31,2026-01-31 12:00:00,14,2641.17,none,0.0,149,39.62,2829.79,cash,,no_campaign,0
O000011288,SESS000073519,C000445,A0007538,S059,Казань,ios,2026-01-31 11:12:17,2026-01-31,2026-01-31 10:00:00,13,2874.22,none,0.0,99,57.48,3030.7,card,,no_campaign,0
O000011244,SESS000073204,C004006,A0007253,S030,Москва,web,2026-01-31 11:17:27,2026-01-31,2026-01-31 13:00:00,8,1844.52,none,0.0,199,27.67,2071.19,cash,,no_campaign,0
O000011320,SESS000073719,C008496,A0012981,S078,Новосибирск,ios,2026-01-31 11:27:03,2026-01-31,2026-01-31 11:00:00,4,1963.85,none,0.0,149,0.0,2112.85,sbp,,no_campaign,0
O000011281,SESS000073471,C005414,A0003288,S077,Москва,web,2026-01-31 11:32:41,2026-01-31,2026-01-31 19:00:00,4,2036.73,none,0.0,99,40.73,2176.46,card,,no_campaign,0
O000011241,SESS000073184,C003578,A0005954,S042,Москва,android,2026-01-31 11:41:15,2026-01-31,2026-01-31 16:00:00,10,2970.68,none,0.0,149,44.56,3164.24,card,,no_campaign,0
O000011318,SESS000073696,C000118,A0012998,S044,Москва,ios,2026-01-31 11:56:47,2026-01-31,2026-01-31 20:00:00,9,2135.3,percent,213.53,99,0.0,2020.77,cash,,no_campaign,0
O000011313,SESS000073663,C008183,A0012351,S067,Москва,ios,2026-01-31 11:57:13,2026-01-31,2026-01-31 15:00:00,9,3840.94,none,0.0,0,57.61,3898.55,card,,no_campaign,0
O000011312,SESS000073657,C007464,A0008125,S051,Москва,ios,2026-01-31 12:03:48,2026-01-31,2026-01-31 17:00:00,11,1985.35,none,0.0,99,0.0,2084.35,card,,no_campaign,0
O000011305,SESS000073621,C006865,A0007497,S060,Санкт-Петербург,android,2026-01-31 12:08:58,2026-01-31,2026-01-31 21:00:00,11,2938.86,fixed_amount,200.0,0,44.08,2782.94,card,,no_campaign,0
O000011215,SESS000072992,C005387,A0006544,S041,Москва,android,2026-01-31 12:12:44,2026-01-31,2026-01-31 15:00:00,11,3505.88,none,0.0,99,70.12,3675.0,sbp,,no_campaign,0
O000011257,SESS000073273,C002488,A0004809,S034,Екатеринбург,ios,2026-01-31 12:16:13,2026-01-31,2026-01-31 15:00:00,11,1746.07,none,0.0,149,34.92,1929.99,card,,no_campaign,0
O000011311,SESS000073655,C005965,A0014159,S059,Москва,web,2026-01-31 12:18:58,2026-01-31,2026-01-31 20:00:00,13,3366.56,none,0.0,0,50.5,3417.06,card,,no_campaign,0
O000011245,SESS000073206,C008470,A0001840,S047,Москва,android,2026-01-31 12:32:20,2026-01-31,2026-01-31 17:00:00,10,1650.76,fixed_amount,200.0,149,24.76,1624.52,card,,no_campaign,0
O000011300,SESS000073596,C005001,A0009904,S049,Москва,ios,2026-01-31 12:38:55,2026-01-31,2026-01-31 17:00:00,11,2133.67,percent,106.68,0,32.01,2059.0,sbp,,no_campaign,0
O000011242,SESS000073188,C006392,A0000091,S060,Москва,android,2026-01-31 12:56:04,2026-01-31,2026-01-31 12:00:00,8,3460.44,none,0.0,199,69.21,3728.65,card,,no_campaign,0
O000011210,SESS000072939,C007291,A0012654,S012,Санкт-Петербург,android,2026-01-31 13:10:01,2026-01-31,2026-01-31 12:00:00,7,2860.17,none,0.0,149,57.2,3066.37,card,,no_campaign,0
O000011303,SESS000073609,C007386,A0004143,S051,Москва,ios,2026-01-31 13:21:22,2026-01-31,2026-01-31 22:00:00,7,3994.61,percent,199.73,149,0.0,3943.88,cash,,no_campaign,0
O000011274,SESS000073420,C000022,A0004967,S068,Москва,android,2026-01-31 13:23:52,2026-01-31,2026-01-31 14:00:00,9,3094.1,percent,464.12,149,61.88,2840.87,card,,no_campaign,0
O000011208,SESS000072922,C006226,A0009393,S040,Санкт-Петербург,web,2026-01-31 13:43:48,2026-01-31,2026-01-31 13:00:00,6,3727.83,none,0.0,99,74.56,3901.39,card,,no_campaign,0
O000011314,SESS000073671,C002077,A0008062,S005,Москва,web,2026-01-31 13:47:34,2026-01-31,2026-01-31 14:00:00,5,3326.96,none,0.0,149,0.0,3475.96,cash,,no_campaign,0
O000011199,SESS000072863,C007800,A0002406,S037,Москва,android,2026-01-31 13:51:01,2026-01-31,2026-01-31 15:00:00,13,4948.75,none,0.0,149,74.23,5171.98,card,,no_campaign,0
O000011249,SESS000073220,C003070,A0010672,S076,Санкт-Петербург,android,2026-01-31 13:57:57,2026-01-31,2026-01-31 13:00:00,10,2902.94,none,0.0,99,43.54,3045.48,card,,no_campaign,0
O000011235,SESS000073144,C004236,A0009262,S026,Москва,android,2026-01-31 13:59:11,2026-01-31,2026-01-31 13:00:00,6,2029.33,percent,202.93,99,40.59,1965.99,card,,no_campaign,0
O000011205,SESS000072915,C008269,A0003241,S027,Санкт-Петербург,android,2026-01-31 14:14:01,2026-01-31,2026-01-31 19:00:00,13,1521.59,none,0.0,149,22.82,1693.41,card,,no_campaign,0
O000011224,SESS000073071,C001662,A0006672,S071,Москва,android,2026-01-31 14:23:17,2026-01-31,2026-01-31 16:00:00,15,845.4,none,0.0,0,0.0,845.4,cash,,no_campaign,0
O000011306,SESS000073622,C003461,A0001417,S058,Москва,web,2026-01-31 14:30:31,2026-01-31,2026-01-31 12:00:00,8,3005.44,none,0.0,0,60.11,3065.55,card,,no_campaign,0
O000011239,SESS000073181,C000556,A0013928,S057,Москва,web,2026-01-31 14:38:50,2026-01-31,2026-01-31 10:00:00,12,1925.59,none,0.0,0,38.51,1964.1,cash,,no_campaign,0
O000011248,SESS000073219,C004838,A0010078,S076,Москва,ios,2026-01-31 14:40:42,2026-01-31,2026-01-31 22:00:00,11,4034.09,none,0.0,99,60.51,4193.6,card,,no_campaign,0
O000011307,SESS000073629,C004185,A0006915,S023,Москва,android,2026-01-31 14:57:22,2026-01-31,2026-01-31 13:00:00,11,2630.48,none,0.0,99,39.46,2768.94,card,,no_campaign,0
O000011230,SESS000073105,C006685,A0007258,S043,Санкт-Петербург,ios,2026-01-31 15:05:26,2026-01-31,2026-01-31 22:00:00,12,2558.56,none,0.0,199,51.17,2808.73,sbp,,no_campaign,0
O000011207,SESS000072921,C001844,A0003589,S002,Санкт-Петербург,android,2026-01-31 15:10:14,2026-01-31,2026-01-31 12:00:00,8,3375.1,free_delivery,0.0,0,0.0,3375.1,card,,no_campaign,0
O000011195,SESS000072843,C000823,A0011562,S030,Москва,android,2026-01-31 15:23:50,2026-01-31,2026-01-31 13:00:00,13,2111.29,none,0.0,0,31.67,2142.96,card,,no_campaign,0
O000011212,SESS000072954,C002401,A0009837,S038,Москва,android,2026-01-31 15:28:52,2026-01-31,2026-01-31 16:00:00,8,3492.85,fixed_amount,200.0,149,69.86,3511.71,sbp,,no_campaign,0
O000011227,SESS000073086,C000500,A0004315,S071,Новосибирск,web,2026-01-31 15:51:33,2026-01-31,2026-01-31 14:00:00,13,2089.59,none,0.0,99,31.34,2219.93,card,,no_campaign,0
O000011275,SESS000073433,C004414,A0001400,S064,Санкт-Петербург,ios,2026-01-31 15:52:37,2026-01-31,2026-01-31 13:00:00,11,3968.62,none,0.0,0,0.0,3968.62,sbp,,no_campaign,0
O000011228,SESS000073087,C007677,A0012282,S025,Казань,android,2026-01-31 15:53:39,2026-01-31,2026-01-31 11:00:00,9,2736.04,none,0.0,149,54.72,2939.76,sbp,,no_campaign,0
O000011299,SESS000073593,C001024,A0014971,S035,Новосибирск,android,2026-01-31 16:07:47,2026-01-31,2026-01-31 17:00:00,6,3181.33,none,0.0,149,63.63,3393.96,card,,no_campaign,0
O000011268,SESS000073370,C002270,A0001496,S005,Москва,android,2026-01-31 16:18:01,2026-01-31,2026-01-31 13:00:00,10,4089.58,percent,613.44,149,81.79,3706.93,card,,no_campaign,0
O000011264,SESS000073336,C006740,A0001895,S013,Новосибирск,ios,2026-01-31 16:23:09,2026-01-31,2026-01-31 18:00:00,16,1537.52,fixed_amount,150.0,149,30.75,1567.27,cash,,no_campaign,0
O000011240,SESS000073183,C003832,A0010773,S010,Казань,web,2026-01-31 16:29:26,2026-01-31,2026-01-31 22:00:00,12,3305.8,none,0.0,149,66.12,3520.92,card,,no_campaign,0
O000011204,SESS000072907,C000138,A0014839,S074,Санкт-Петербург,android,2026-01-31 16:31:12,2026-01-31,2026-01-31 13:00:00,15,3583.17,none,0.0,149,0.0,3732.17,card,,no_campaign,0
O000011209,SESS000072926,C002922,A0001270,S003,Санкт-Петербург,ios,2026-01-31 16:33:38,2026-01-31,2026-01-31 17:00:00,9,2318.2,none,0.0,99,34.77,2451.97,card,,no_campaign,0
O000011308,SESS000073641,C003172,A0007304,S073,Москва,ios,2026-01-31 16:34:21,2026-01-31,2026-01-31 11:00:00,12,1784.86,fixed_amount,150.0,149,26.77,1810.63,card,,no_campaign,0
O000011317,SESS000073684,C007583,A0003057,S047,Москва,ios,2026-01-31 16:45:02,2026-01-31,2026-01-31 19:00:00,9,1508.3,percent,75.42,99,22.62,1554.51,card,,no_campaign,0
O000011309,SESS000073647,C002888,A0002058,S029,Москва,android,2026-01-31 16:46:31,2026-01-31,2026-01-31 11:00:00,12,1953.72,percent,136.76,199,0.0,2015.96,card,,no_campaign,0
O000011273,SESS000073418,C000935,A0008609,S004,Москва,ios,2026-01-31 16:49:11,2026-01-31,2026-01-31 10:00:00,14,3287.88,fixed_amount,200.0,149,65.76,3302.64,card,,no_campaign,0
O000011302,SESS000073605,C004878,A0007188,S077,Санкт-Петербург,web,2026-01-31 16:52:37,2026-01-31,2026-01-31 14:00:00,15,2085.82,none,0.0,0,0.0,2085.82,sbp,,no_campaign,0
O000011289,SESS000073536,C007421,A0008880,S015,Москва,web,2026-01-31 16:54:58,2026-01-31,2026-01-31 20:00:00,14,1424.74,percent,213.71,0,0.0,1211.03,sbp,,no_campaign,0
O000011254,SESS000073261,C004894,A0000181,S047,Москва,web,2026-01-31 17:09:17,2026-01-31,2026-01-31 11:00:00,10,1502.35,none,0.0,99,30.05,1631.4,sbp,,no_campaign,0
O000011211,SESS000072951,C006542,A0009675,S076,Казань,ios,2026-01-31 17:16:02,2026-01-31,2026-01-31 21:00:00,12,2462.89,fixed_amount,500.0,149,36.94,2148.83,card,,no_campaign,0
O000011259,SESS000073304,C000788,A0008873,S056,Москва,android,2026-01-31 17:19:38,2026-01-31,2026-01-31 14:00:00,10,3224.65,none,0.0,99,64.49,3388.14,card,,no_campaign,0
O000011234,SESS000073136,C003735,A0005052,S043,Москва,android,2026-01-31 17:20:45,2026-01-31,2026-01-31 17:00:00,9,924.71,free_delivery,0.0,0,0.0,924.71,card,,no_campaign,0
O000011198,SESS000072860,C005650,A0009233,S070,Санкт-Петербург,ios,2026-01-31 17:22:19,2026-01-31,2026-01-31 16:00:00,6,3532.76,none,0.0,0,70.66,3603.42,card,,no_campaign,0
O000011261,SESS000073315,C001874,A0014353,S017,Екатеринбург,android,2026-01-31 17:22:59,2026-01-31,2026-01-31 22:00:00,7,1398.48,none,0.0,149,20.98,1568.46,card,,no_campaign,0
O000011237,SESS000073150,C003939,A0006113,S014,Москва,ios,2026-01-31 17:23:32,2026-01-31,2026-01-31 12:00:00,8,4648.06,none,0.0,149,69.72,4866.78,cash,,no_campaign,0
O000011285,SESS000073493,C000721,A0013287,S005,Новосибирск,ios,2026-01-31 17:33:24,2026-01-31,2026-01-31 20:00:00,13,2576.23,none,0.0,0,38.64,2614.87,card,,no_campaign,0
O000011201,SESS000072879,C000933,A0006511,S050,Новосибирск,android,2026-01-31 17:38:01,2026-01-31,2026-01-31 17:00:00,8,2374.65,none,0.0,99,0.0,2473.65,card,,no_campaign,0
